interview__key,sdd_hhid,plotnum,cropid,ag4a_01,ag4a_02,ag4a_03,ag4a_04,ag4a_05,ag4a_06,ag4a_08,ag4a_10_1,ag4a_10_2,ag4a_10a_1,ag4a_10a_2,ag4a_10b,ag4a_10c_1,ag4a_10c_2,ag4a_12,ag4a_13_1,ag4a_13_2,ag4a_17,ag4a_18,ag4a_19,ag4a_20,ag4a_21,ag4a_22,ag4a_23,ag4a_24_1,ag4a_24_2,ag4a_25,ag4a_26,ag4a_27,ag4a_28,ag4a_29_1,ag4a_29_2
98-25-23-09,0312-001-001,2,2,YES,,,NO,,MPUNGA,TRADITIONAL,2,20 LITER BUCKET,2,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,YES,BIRDS,YES,,3,NO,,JUNE,JUNE,,,109,70000,1,
98-25-23-09,0312-001-001,4,1,YES,,,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,MAY,JUNE,,,800,320000,1,
98-25-23-09,0312-001-001,5,20,YES,,,NO,,MBAAZI,TRADITIONAL,1,SMALL CUP,1,SMALL CUP,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,JULY,AUGUST,,,18,10800,1,
61-31-47-40,0312-002-001,2,1,NO,3/4,LACK OF TOOLS/EQUIPMENTS,NO,,SERENA,TRADITIONAL,2,20 LITER BUCKET,2,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,NO,,YES,,3,NO,,JUNE,JUNE,,,270,60000,1,2
61-31-47-40,0312-002-001,2,20,NO,1/4,WAS DIVIDED,NO,,SERENA,TRADITIONAL,6,KG,6,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,JUNE,AUGUST,,,240,36000,2,
22-19-05-49,0313-001-001,1,1,NO,1/2,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,MBEGU KUBWA,TRADITIONAL,1,KG,HAKUNA,,,1,KG,1000,SOKO,NDANI YA KIJIJI/MJI,NO,,YES,,0.2,NO,,MARCH,APRIL,,,20,5000,1,2
22-19-05-49,0313-001-001,1,20,YES,,,YES,MORE FERTILE FOR THE SOIL,MBEGU KUBWA,TRADITIONAL,0.5,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.25,NO,,JULY,AUGUST,,,20,4000,1,2
22-19-05-49,0313-001-001,3,1,YES,,,NO,,MBEGU KUBWA,TRADITIONAL,1,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.5,NO,,APRIL,APRIL,,,60,15000,1,2
61-15-16-96,0314-001-001,1,1,NO,1/4,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,10,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.75,NO,,JULY,JULY,,,720,288000,1,7
61-15-16-96,0314-001-001,1,20,NO,1/4,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,10,KG,HAKUNA,,,10,KG,6000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,NO,,YES,,0.1,YES,DROUGHT,AUGUST,SEPTEMBER,,,240,120000,1,7
61-15-16-96,0314-001-001,1,28,NO,1/4,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,YES,DROUGHT,JULY,JULY,,,60,60000,1,7
61-15-16-96,0314-001-001,2,1,NO,1/4,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,KIENYEJI,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.2,NO,,JUNE,JUNE,,,80,32000,1,7
61-15-16-96,0314-001-001,2,20,NO,1/2,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,KIENYEJI.,TRADITIONAL,2,KG,HAKUNA,,,2,KG,0,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.2,NO,,AUGUST,AUGUST,,,180,90000,1,7
66-32-50-84,0314-001-005,2,3,YES,,,NO,,KIENYEJI,TRADITIONAL,1,KG,HAKUNA,,,1,KG,0,NDUGU,NDANI YA KIJIJI/MJI,YES,BIRDS,YES,,1,NO,,JULY,JULY,,,240,60000,1,2
66-32-50-84,0314-001-005,3,1,NO,1/4,"OTHER, SPECIFY",NO,,KIENYEJI,TRADITIONAL,5,KG,5,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.2,NO,,JUNE,JUNE,,,360,180000,1,2
53-55-68-22,0315-001-001,2,1,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,1.5,KG,1.5,KG,TRADITIONAL,1.5,KG,4500,M/BIASHARA BINAFSI,KARIBU NA MJI,YES,DROUGHT,YES,,0.3,YES,DROUGHT,MAY,JUNE,,,75,30000,1,2
53-55-68-22,0315-001-001,2,3,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MTAMA,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,NO,DRY,,,,,,,,,,,
33-84-24-00,0316-001-001,1,1,NO,1/2,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,2,KG,HAKUNA,,,2,KG,2000,RAFIKI,NDANI YA KIJIJI/MJI,YES,INSECTS,YES,,0.1,YES,INSECTS,JUNE,JULY,,,40,10000,1,2
33-84-24-00,0316-001-001,1,27,NO,1/2,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,1,KG,HAKUNA,,,1,KG,2000,RAFIKI,NDANI YA KIJIJI/MJI,YES,BIRDS,YES,,0.1,YES,INSECTS,JUNE,JULY,,,45,90000,1,2
33-84-24-00,0316-001-001,2,1,NO,1/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,1,KG,HAKUNA,,,1,KG,1000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,YES,ANIMALS,NO,DESTRUCTION,,,,,,,,,,,
33-84-24-00,0316-001-001,2,27,NO,1/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,1,KG,HAKUNA,,,1,KG,1000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,YES,FLOOD / RAIN,NO,FLOOD/RAIN,,,,,,,,,,,
93-08-92-21,0317-002-001,1,1,YES,,,NO,,SERENA,TRADITIONAL,3,KG,HAKUNA,,,HAKUNA,,,,,YES,ANIMALS,NO,DESTRUCTION,,,,,,,,,,,
50-35-86-27,0320-001-001,1,3,YES,,,NO,,MBEGU YA ASILI,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.32,YES,DROUGHT,JULY,JULY,,,40,20000,1,
72-26-60-34,0322-001-001,1,18,YES,,,NO,,KIENYEJI,TRADITIONAL,3,KG,HAKUNA,,,3,KG,4500,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,YES,INSECTS,YES,,0.2,YES,INSECTS,MARCH,MARCH,,,60,90000,2,
72-26-60-34,0322-001-001,3,1,YES,,,YES,MORE FERTILE FOR THE SOIL,KIENYEJI.,TRADITIONAL,4,KG,HAKUNA,,,4,KG,0,JIRANI,NDANI YA KIJIJI/MJI,YES,ANIMALS,NO,DESTRUCTION,,,,,,,,,,,
72-26-60-34,0322-001-001,3,18,YES,,,YES,MORE FERTILE FOR THE SOIL,4,TRADITIONAL,4,KG,HAKUNA,,,4,KG,0,SOKO,KARIBU NA KIJIJI,YES,ANIMALS,NO,DESTRUCTION,,,,,,,,,,,
18-58-75-31,0322-006-001,1,1,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,IMPROVED,2,KG,HAKUNA,,,2,KG,22000,M/BIASHARA BINAFSI,KARIBU NA MJI,NO,,YES,,1,NO,,MAY,JUNE,,,180,50000,1,2
18-58-75-31,0322-006-001,1,2,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MPUNGA,TRADITIONAL,1,20 LITER BUCKET,HAKUNA,,,HAKUNA,,,,,NO,,YES,,1.5,NO,,MARCH,APRIL,,,210,420000,1,2
52-03-88-73,0324-001-001,3,3,YES,,,NO,,NACHIHAKU,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,MAY,MAY,,,200,100000,1,2
75-47-93-54,0326-001-001,1,1,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,3,KG,HAKUNA,,,HAKUNA,,,,,YES,ANIMALS,NO,DESTRUCTION,,,,,,,,,,,
75-47-93-54,0326-001-001,1,27,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MTAMA,TRADITIONAL,1,SMALL CUP,1,LARGE CUP,TRADITIONAL,HAKUNA,,,,,YES,DROUGHT,YES,,0.3,YES,DROUGHT,JUNE,JUNE,,,34,68000,1,2
38-80-82-46,0327-001-001,2,3,NO,1/2,"OTHER, SPECIFY",NO,,MBEGU YA ASILI,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.7,NO,,JULY,JULY,,,100,80000,1,2
24-39-40-17,0329-001-001,2,1,YES,,,NO,,MAHINDI,TRADITIONAL,2,KG,HAKUNA,,,2,KG,3000,SOKO,KARIBU NA MJI,NO,,YES,,0.5,NO,,APRIL,MAY,,,50,30000,1,2
79-72-16-28,0330-001-001,1,18,YES,,,NO,,KIENYEJI,TRADITIONAL,2,KG,HAKUNA,,,2,KG,3000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,YES,ANIMALS,YES,,0.1,YES,ANIMALS,APRIL,APRIL,,,25,37500,2,3
62-23-66-59,0332-004-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,SELENA,IMPROVED,3,KG,HAKUNA,,,3,KG,6000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,YES,,0.7,NO,,MAY,MAY,,,150,60000,1,2
62-23-66-59,0332-004-001,1,18,YES,,,YES,MORE FERTILE FOR THE SOIL,CHIDEDE,TRADITIONAL,2,KG,HAKUNA,,,2,KG,2000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,YES,,0.7,NO,,JUNE,JUNE,,,20,30000,1,2
90-12-94-91,0335-001-001,1,1,YES,,,NO,,KIENYEJI,TRADITIONAL,500,OTHER (SPECIFY),500,OTHER (SPECIFY),TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.2,NO,,MAY,MAY,,,60,22500,1,3
90-12-94-91,0335-001-001,2,1,NO,1/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,20,KG,20,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,YES,INSECTS,MAY,MAY,,,720,270000,1,
59-32-89-82,0336-001-001,1,1,NO,1/2,"OTHER, SPECIFY",NO,,ILONGA,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1,NO,,JULY,JULY,,,540,200000,1,2
59-32-89-82,0336-001-001,2,1,NO,1/2,"OTHER, SPECIFY",NO,,ILONGA,TRADITIONAL,0.5,KG,0.5,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.2,NO,,JULY,JULY,,,20,8000,1,2
95-97-57-76,0337-001-001,1,13,NO,1/4,"OTHER, SPECIFY",NO,,KIENYEJI,TRADITIONAL,7,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.5,NO,,MAY,OCTOBER,,,45,60000,1,2
95-97-57-76,0337-001-001,2,11,NO,1/4,"OTHER, SPECIFY",NO,,KIENYEJI,TRADITIONAL,2,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.1,NO,,JUNE,SEPTEMBER,,,40,10000,1,
95-97-57-76,0337-001-001,3,1,YES,,,NO,,KIENYEJI,TRADITIONAL,3,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,2,NO,,MAY,JUNE,,,1320,1056000,1,2
95-97-57-76,0337-001-001,3,28,NO,1/4,"OTHER, SPECIFY",YES,MORE FERTILE FOR THE SOIL,SERENA,TRADITIONAL,5,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,1,NO,,MAY,MAY,,,240,120000,1,2
79-32-59-15,0337-003-001,1,1,YES,,,NO,,SELENA,TRADITIONAL,1.5,KG,HAKUNA,,,1.5,KG,1500,SOKO,NDANI YA KIJIJI/MJI,NO,,YES,,0.3,NO,,APRIL,APRIL,,,100,50000,1,
57-22-81-69,0338-001-001,1,1,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,SELENA,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.3,NO,,APRIL,MAY,,,75,30000,1,
57-22-81-69,0338-001-001,1,28,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KARANGA,TRADITIONAL,5,KG,5,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,JUNE,JUNE,,,1000,150000,1,
57-22-81-69,0338-001-001,2,11,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,NKAMBE,TRADITIONAL,3,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.01,NO,,FEBRUARY,FEBRUARY,,,35,12500,1,
57-22-81-69,0338-001-001,2,13,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MITUNDI,TRADITIONAL,2,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.01,NO,,APRIL,MAY,,,25,25000,1,
57-22-81-69,0338-001-001,2,18,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KUNDE,TRADITIONAL,1,SMALL CUP,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.01,NO,,MARCH,APRIL,,,1,1000,1,
57-22-81-69,0338-001-001,2,73,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,PILIPILI,TRADITIONAL,3,OTHER (SPECIFY),HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.01,NO,,APRIL,JUNE,,,1,1000,1,
58-48-25-77,0339-001-001,1,1,YES,,,YES,MORE FERTILE FOR THE SOIL,CHAPA NYATI,IMPROVED,16,KG,HAKUNA,,,16,KG,80000,DUKANI/MCHUUZI,KARIBU NA KIJIJI,YES,INSECTS,YES,,0.5,YES,DROUGHT,MAY,MAY,,,72,24000,1,
58-48-25-77,0339-001-001,1,17,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHARAGE NJANO,TRADITIONAL,1,KG,HAKUNA,,,1,KG,1000,JIRANI,NDANI YA KIJIJI/MJI,NO,,NO,DRY,,,,,,,,,,,
09-00-90-33,0340-001-001,2,1,YES,,,NO,,KIENYEJI,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,MAY,MAY,,,120,60000,1,3
09-00-90-33,0340-001-001,2,11,NO,1/4,"OTHER, SPECIFY",NO,,KIENYEJI,TRADITIONAL,5,KG,HAKUNA,,,5,KG,0,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.1,NO,,JUNE,AUGUST,,,30,15000,1,3
09-00-90-33,0340-001-001,2,13,NO,1/4,"OTHER, SPECIFY",NO,,KIENYEJI,TRADITIONAL,5,KG,HAKUNA,,,5,KG,0,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.1,NO,,MAY,JULY,,,40,12000,1,3
42-32-57-47,0342-001-001,3,17,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,NJANO,TRADITIONAL,2,KG,2,KG,TRADITIONAL,2,KG,4000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,NO,,YES,,1,NO,,APRIL,MAY,,,15,30000,1,
26-84-97-44,0346-001-001,3,11,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,NJANO,TRADITIONAL,1,KG,HAKUNA,,,HAKUNA,,,,,YES,INSECTS,YES,,0.1,YES,INSECTS,MAY,MAY,,,6,6000,1,2
26-84-97-44,0346-001-001,3,13,YES,,,YES,MORE FERTILE FOR THE SOIL,VITUNDI,TRADITIONAL,5,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.2,NO,,MAY,MAY,,,10,10000,1,2
26-84-97-44,0346-001-001,3,18,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KUNDE,TRADITIONAL,1,LARGE CUP,HAKUNA,,,1,LARGE CUP,1000,DUKANI/MCHUUZI,NDANI YA KIJIJI/MJI,YES,INSECTS,YES,,0.2,YES,INSECTS,MARCH,MARCH,,,4,6000,1,2
26-84-97-44,0346-001-001,3,74,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MCHICHA WA KIENYEJI,TRADITIONAL,30,OTHER (SPECIFY),30,OTHER (SPECIFY),TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,APRIL,APRIL,,,5,10000,1,2
26-84-97-44,0346-001-001,3,75,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MABOGA,TRADITIONAL,2,OTHER (SPECIFY),HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.2,NO,,MARCH,MAY,,,9,12000,1,2
26-84-97-44,0346-001-001,3,77,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAPWIDU,TRADITIONAL,50,OTHER (SPECIFY),50,OTHER (SPECIFY),TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,MARCH,JUNE,,,5,6000,1,2
26-84-97-44,0346-001-001,3,103,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,TEMBELE,TRADITIONAL,250,OTHER (SPECIFY),250,OTHER (SPECIFY),TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,APRIL,MAY,,,2,1500,1,2
33-87-72-22,0347-001-001,1,1,NO,1/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,1,KG,HAKUNA,,,1,KG,500,SOKO,NDANI YA KIJIJI/MJI,NO,,YES,,0.1,YES,OTHER (SPECIFY),JUNE,JUNE,,,20,6000,1,2
33-87-72-22,0347-001-001,1,18,NO,1/4,WAS DIVIDED,NO,,KIENYEJI,TRADITIONAL,500,OTHER (SPECIFY),HAKUNA,,,500,OTHER (SPECIFY),750,SOKO,KARIBU NA KIJIJI,NO,,YES,,0.1,YES,OTHER (SPECIFY),JULY,JULY,,,10,12000,1,2
27-37-98-68,0348-001-001,1,1,YES,,,NO,,STAR,TRADITIONAL,1,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.25,NO,,APRIL,APRIL,,,12,6000,1,2
27-37-98-68,0348-001-001,3,3,NO,1/4,"OTHER, SPECIFY",NO,,MTAMA MWEUPE,TRADITIONAL,1,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.25,NO,,MAY,MAY,,,30,15000,1,2
62-47-27-99,0348-001-005,1,1,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,1,LARGE CUP,1,LARGE CUP,TRADITIONAL,HAKUNA,,,,,YES,ANIMALS,YES,,0.4,YES,ANIMALS,MAY,MAY,,,10,5000,1,2
62-47-27-99,0348-001-005,2,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,2,KG,2,KG,TRADITIONAL,HAKUNA,,,,,YES,ANIMALS,YES,,0.4,YES,ANIMALS,APRIL,MAY,,,100,50000,1,2
62-47-27-99,0348-001-005,2,2,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MPUNGA,TRADITIONAL,50,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.25,NO,,APRIL,MAY,,,150,150000,1,2
62-47-27-99,0348-001-005,2,18,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KUNDE,TRADITIONAL,1,KG,HAKUNA,,,1,KG,2000,SOKO,NDANI YA KIJIJI/MJI,YES,ANIMALS,NO,DESTRUCTION,,,,,,,,,,,
62-47-27-99,0348-001-005,2,22,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,NJUGU,TRADITIONAL,2,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.25,NO,,JUNE,JUNE,,,50,50000,1,2
83-73-69-11,0350-001-001,1,2,YES,,,YES,MORE FERTILE FOR THE SOIL,NTALIMAWANGU,TRADITIONAL,20,KG,HAKUNA,,,20,KG,12000,SOKO,NDANI YA KIJIJI/MJI,NO,,YES,,1.5,YES,OTHER (SPECIFY),JULY,JULY,,,140,140000,1,
62-06-81-29,0352-001-001,2,1,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2,NO,,APRIL,APRIL,,,108,54000,1,2
62-06-81-29,0352-001-001,2,28,NO,3/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KARANGA,TRADITIONAL,16,KG,16,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2,NO,,MAY,MAY,,,108,180000,1,2
52-06-17-29,0353-001-001,1,11,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,NYEUPE,TRADITIONAL,1,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.1,NO,,MAY,JULY,,,50,25000,1,
52-06-17-29,0353-001-001,1,13,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,VIAZI VIKUU,TRADITIONAL,1.5,KG,1.5,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,MAY,JUNE,,,21,12000,1,
52-06-17-29,0353-001-001,1,14,YES,,,YES,MORE FERTILE FOR THE SOIL,MAGIMBI,TRADITIONAL,1,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.1,NO,,JUNE,AUGUST,,,6,4000,1,
52-06-17-29,0353-001-001,1,18,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KUNDE,TRADITIONAL,1,SMALL CUP,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.1,NO,,MAY,MAY,,,2,2800,1,
78-10-03-87,0356-001-001,1,1,YES,,,NO,,KIENYEJI,TRADITIONAL,10,KG,HAKUNA,,,10,KG,0,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.1,YES,OTHER (SPECIFY),MAY,MAY,,,120,60000,1,2
78-10-03-87,0356-001-001,3,1,YES,,,NO,,KIENYEJI.,TRADITIONAL,1,KG,HAKUNA,,,1,KG,2000,RAFIKI,NDANI YA KIJIJI/MJI,NO,,YES,,0.1,YES,DROUGHT,MAY,MAY,,,20,10000,1,2
74-58-85-63,0357-001-001,4,13,NO,1/4,"OTHER, SPECIFY",NO,,KIENYEJI,TRADITIONAL,50,KG,50,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.1,NO,,JULY,OCTOBER,,,40,40000,1,2
74-58-85-63,0357-001-001,5,1,YES,,,NO,,KIENYEJI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.2,YES,DROUGHT,JUNE,JUNE,,,240,120,1,2
16-56-85-66,0357-003-001,3,1,YES,,,NO,,MAHINDI,TRADITIONAL,4,KG,4,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1.5,NO,,APRIL,APRIL,,,216,80000,1,3
81-04-99-31,0358-001-001,1,1,NO,1/4,"OTHER, SPECIFY",NO,,KIENYEJI,TRADITIONAL,1,KG,HAKUNA,,,1,KG,0,JIRANI,NDANI YA KIJIJI/MJI,NO,,NO,DRY,,,,,,,,,,,
57-01-29-66,0359-001-001,1,1,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,7,KG,7,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,2,NO,,APRIL,MAY,,,162,72000,1,
57-01-29-66,0359-001-001,1,3,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MTAMA,TRADITIONAL,0.5,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,0.5,NO,,JUNE,JULY,,,18,18000,1,
57-01-29-66,0359-001-001,1,28,NO,1/4,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,KARANGA,TRADITIONAL,4,KG,HAKUNA,,,4,KG,8000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,YES,,1,NO,,APRIL,APRIL,,,24,18,1,
05-93-71-40,0362-001-001,1,1,NO,1/2,WAS DIVIDED,YES,MORE FERTILE FOR THE SOIL,MAHINDI,TRADITIONAL,10,KG,10,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1.5,NO,,APRIL,APRIL,,,360,144000,1,
82-38-78-50,0363-003-001,2,1,NO,1/2,"OTHER, SPECIFY",NO,,PANA,IMPROVED,3,KG,HAKUNA,,,HAKUNA,,,,,NO,,YES,,1.5,NO,,JULY,JULY,,,162,63000,1,
82-38-78-50,0363-003-001,2,18,NO,1/4,WAS DIVIDED,NO,,MBEGU YA ASILI,TRADITIONAL,1,KG,1,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,0.5,NO,,JUNE,JULY,,,40,40000,1,
98-93-28-99,0367-001-001,1,1,YES,,,NO,,KIENYEJI,TRADITIONAL,20,KG,HAKUNA,,,20,KG,10000,RAFIKI,KARIBU NA KIJIJI,YES,INSECTS,YES,,0.5,YES,INSECTS,JUNE,JUNE,,,720,360000,1,2
37-91-82-56,0369-001-001,2,1,NO,1/4,"OTHER, SPECIFY",NO,,KIENYEJI.,TRADITIONAL,1,KG,HAKUNA,,,1,KG,1000,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.1,NO,,JUNE,JUNE,,,120,30000,1,2
37-91-82-56,0369-001-001,4,1,YES,,,NO,,KIENYEJI,TRADITIONAL,500,OTHER (SPECIFY),500,OTHER (SPECIFY),TRADITIONAL,500,OTHER (SPECIFY),0,JIRANI,NDANI YA KIJIJI/MJI,NO,,YES,,0.1,NO,,JUNE,JUNE,,,40,10000,1,2
05-20-75-51,0370-001-001,3,27,NO,1/2,LACK OF TOOLS/EQUIPMENTS,NO,,MBEGU FUPI,IMPROVED,3,KG,HAKUNA,,,3,KG,24000,M/BIASHARA BINAFSI,NDANI YA KIJIJI/MJI,NO,,YES,,1,NO,,MAY,MAY,,,306,900000,1,5
73-64-57-68,0373-001-001,2,2,YES,,,NO,,MTALIMA WANGU,TRADITIONAL,2,20 LITER BUCKET,2,20 LITER BUCKET,TRADITIONAL,HAKUNA,,,,,NO,,YES,,1.5,NO,,MAY,MAY,,,576,480000,1,2
88-99-03-66,0378-003-001,2,1,YES,,,NO,,ILONGA,TRADITIONAL,25,KG,25,KG,TRADITIONAL,HAKUNA,,,,,NO,,YES,,3,NO,,JUNE,JUNE,,,400,140000,1,2
80-78-20-03,0381-001-002,1,1,YES,,,YES,OTHER (SPECIFY),KIENYEJI,TRADITIONAL,6,KG,6,KG,TRADITIONAL,HAKUNA,,,,,YES,THEFT,YES,,0.75,YES,DROUGHT,JUNE,JULY,,,600,360000,1,
