interview__key,sdd_hhid,sourceid,ag12a_01_1,ag12a_01_2,ag12a_01_3,ag12a_01_4,ag12a_01_5,ag12a_01_6,ag12a_01_7,ag12a_01_8,ag12a_02,ag12a_03_1,ag12a_03_2,ag12a_03_3,ag12a_03_4,ag12a_04,ag12a_05,ag12a_06,ag12a_07
93-57-90-59,0142-002-002,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
45-56-78-16,0142-006-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
45-56-78-16,0142-006-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
45-56-78-16,0142-006-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
45-56-78-16,0142-006-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
45-56-78-16,0142-006-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
76-14-00-21,0142-006-002,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
76-14-00-21,0142-006-002,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
76-14-00-21,0142-006-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
76-14-00-21,0142-006-002,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
76-14-00-21,0142-006-002,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
70-42-29-42,0143-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
70-42-29-42,0143-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
70-42-29-42,0143-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
70-42-29-42,0143-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
70-42-29-42,0143-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
52-34-01-68,0151-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
52-34-01-68,0151-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
52-34-01-68,0151-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
52-34-01-68,0151-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
52-34-01-68,0151-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-44-19-68,0154-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-44-19-68,0154-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-44-19-68,0154-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-44-19-68,0154-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
10-44-19-68,0154-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-54-76-45,0159-001-002,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-54-76-45,0159-001-002,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-54-76-45,0159-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-54-76-45,0159-001-002,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-54-76-45,0159-001-002,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-48-93-24,0174-002-003,GOVERNMENT EXTENSION,YES,YES,NO,NO,NO,NO,NO,NO,YES,1,,,,GOOD,NO,,BADO
88-48-93-24,0174-002-003,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-48-93-24,0174-002-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-48-93-24,0174-002-003,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-48-93-24,0174-002-003,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-54-74-87,0180-001-007,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-54-74-87,0180-001-007,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-54-74-87,0180-001-007,COOPERATIVE/FARMER'S ASSOCIATION,,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,
36-54-74-87,0180-001-007,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-54-74-87,0180-001-007,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
82-20-98-85,0183-002-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
82-20-98-85,0183-002-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
82-20-98-85,0183-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
82-20-98-85,0183-002-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
82-20-98-85,0183-002-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-13-13-82,0183-002-003,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-13-13-82,0183-002-003,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-13-13-82,0183-002-003,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-13-13-82,0183-002-003,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-13-13-82,0183-002-003,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
55-87-10-73,0187-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
55-87-10-73,0187-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
55-87-10-73,0187-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
55-87-10-73,0187-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
55-87-10-73,0187-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
22-19-42-39,0188-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
22-19-42-39,0188-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
22-19-42-39,0188-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
22-19-42-39,0188-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
22-19-42-39,0188-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
56-90-38-75,0199-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
56-90-38-75,0199-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
56-90-38-75,0199-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
56-90-38-75,0199-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
56-90-38-75,0199-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-06-62-27,0208-004-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-06-62-27,0208-004-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-06-62-27,0208-004-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-06-62-27,0208-004-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
83-06-62-27,0208-004-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-85-44-36,0217-002-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-85-44-36,0217-002-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-85-44-36,0217-002-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-85-44-36,0217-002-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
02-85-44-36,0217-002-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
98-66-63-47,0219-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
98-66-63-47,0219-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
98-66-63-47,0219-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
98-66-63-47,0219-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
98-66-63-47,0219-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
32-61-13-34,0219-005-001,GOVERNMENT EXTENSION,YES,YES,NO,NO,NO,NO,NO,NO,YES,2,,,,GOOD,NO,,BADO
32-61-13-34,0219-005-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
32-61-13-34,0219-005-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
32-61-13-34,0219-005-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
32-61-13-34,0219-005-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
67-31-73-27,0223-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
67-31-73-27,0223-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
67-31-73-27,0223-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
67-31-73-27,0223-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
67-31-73-27,0223-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-07-10-97,0230-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-07-10-97,0230-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-07-10-97,0230-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-07-10-97,0230-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-07-10-97,0230-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
16-71-73-07,0233-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
16-71-73-07,0233-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
16-71-73-07,0233-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
16-71-73-07,0233-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
16-71-73-07,0233-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-28-19-25,0236-005-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-28-19-25,0236-005-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-28-19-25,0236-005-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-28-19-25,0236-005-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
93-28-19-25,0236-005-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-08-56-98,0239-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-08-56-98,0239-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-08-56-98,0239-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-08-56-98,0239-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-08-56-98,0239-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-85-97-80,0242-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-85-97-80,0242-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-85-97-80,0242-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-85-97-80,0242-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-85-97-80,0242-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
29-56-58-07,0249-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
29-56-58-07,0249-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
29-56-58-07,0249-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
29-56-58-07,0249-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
29-56-58-07,0249-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
66-44-07-30,0255-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
66-44-07-30,0255-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
66-44-07-30,0255-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
66-44-07-30,0255-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
66-44-07-30,0255-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
42-84-07-76,0255-001-009,GOVERNMENT EXTENSION,,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,
42-84-07-76,0255-001-009,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
42-84-07-76,0255-001-009,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
42-84-07-76,0255-001-009,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
42-84-07-76,0255-001-009,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
07-23-75-51,0263-001-006,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
07-23-75-51,0263-001-006,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
07-23-75-51,0263-001-006,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
07-23-75-51,0263-001-006,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
07-23-75-51,0263-001-006,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
21-28-91-77,0266-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
21-28-91-77,0266-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
21-28-91-77,0266-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
21-28-91-77,0266-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
21-28-91-77,0266-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-95-27-37,0267-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-95-27-37,0267-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-95-27-37,0267-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-95-27-37,0267-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
08-95-27-37,0267-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
61-93-73-52,0267-001-005,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
61-93-73-52,0267-001-005,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
61-93-73-52,0267-001-005,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
61-93-73-52,0267-001-005,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
61-93-73-52,0267-001-005,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-73-94-40,0268-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-73-94-40,0268-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-73-94-40,0268-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-73-94-40,0268-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
99-73-94-40,0268-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
32-61-54-24,0275-001-002,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
32-61-54-24,0275-001-002,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
32-61-54-24,0275-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
32-61-54-24,0275-001-002,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
32-61-54-24,0275-001-002,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
23-05-27-92,0279-006-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
23-05-27-92,0279-006-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
23-05-27-92,0279-006-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
23-05-27-92,0279-006-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
23-05-27-92,0279-006-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
80-17-56-66,0283-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
80-17-56-66,0283-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
80-17-56-66,0283-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
80-17-56-66,0283-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
80-17-56-66,0283-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
65-18-30-41,0292-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
65-18-30-41,0292-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
65-18-30-41,0292-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
65-18-30-41,0292-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
65-18-30-41,0292-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
62-38-02-67,0295-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
62-38-02-67,0295-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
62-38-02-67,0295-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
62-38-02-67,0295-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
62-38-02-67,0295-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-60-91-30,0296-001-002,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-60-91-30,0296-001-002,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-60-91-30,0296-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-60-91-30,0296-001-002,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
36-60-91-30,0296-001-002,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
01-12-50-30,0298-006-004,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
01-12-50-30,0298-006-004,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
01-12-50-30,0298-006-004,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
01-12-50-30,0298-006-004,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
01-12-50-30,0298-006-004,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-68-55-28,0298-006-006,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-68-55-28,0298-006-006,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-68-55-28,0298-006-006,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-68-55-28,0298-006-006,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
81-68-55-28,0298-006-006,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
50-08-76-82,0299-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
50-08-76-82,0299-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
50-08-76-82,0299-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
50-08-76-82,0299-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
50-08-76-82,0299-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
16-73-84-34,0300-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
16-73-84-34,0300-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
16-73-84-34,0300-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
16-73-84-34,0300-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
16-73-84-34,0300-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-95-31-32,0300-001-002,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-95-31-32,0300-001-002,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-95-31-32,0300-001-002,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-95-31-32,0300-001-002,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
88-95-31-32,0300-001-002,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
21-51-87-14,0301-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
21-51-87-14,0301-001-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
21-51-87-14,0301-001-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
21-51-87-14,0301-001-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
21-51-87-14,0301-001-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
49-07-66-40,0301-005-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
49-07-66-40,0301-005-001,NGO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
49-07-66-40,0301-005-001,COOPERATIVE/FARMER'S ASSOCIATION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
49-07-66-40,0301-005-001,LARGE SCALE FARMER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
49-07-66-40,0301-005-001,OTHER,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
30-98-65-42,0302-001-001,GOVERNMENT EXTENSION,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,
