interview__key,sdd_hhid,sdd_indid,hh_e01_1,hh_e01,hh_e02,hh_e03,hh_e04,hh_e05,hh_e06,hh_e07,hh_e08,hh_e09,hh_e10,hh_e11,hh_e12,hh_e13,hh_e14,hh_e15,hh_e16,hh_e17,hh_e18,hh_e19,hh_e20,hh_e21,hh_e22,hh_e23,hh_e24,hh_e25,hh_e26,hh_e27,hh_e28,hh_e29,hh_e30a,hh_e30b_1a,hh_e30b_2a,hh_e30b_3a,hh_e30b_4a,hh_e30b_1,hh_e30b_2,hh_e30b_3,hh_e31a,hh_e31b,hh_e31b_1,hh_e31b_2,hh_e31b_3,hh_e31b_4,hh_e32,hh_e33,hh_e34,hh_e35,hh_e35_2,hh_e36,hh_e37a,hh_e37b,hh_e38,hh_e39,hh_e40,hh_e41,hh_e42,hh_e43,hh_e44a,hh_e44b,hh_e44c,hh_e45,hh_e46,hh_e47a,hh_e47b,hh_e48a,hh_e48b,hh_e49,hh_e50,hh_e51a,hh_e51b,hh_e52,hh_e53a,hh_e53b,hh_e54,hh_e55,hh_e56,hh_e57,hh_e58,hh_e59
98-25-23-09,0312-001-001,3,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
98-25-23-09,0312-001-001,4,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
61-31-47-40,0312-002-001,1,YES,YES,,YES,70,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KIBARUA WA KULIMA,ELEMENTARY OCCUPATIONS,"AGRICULTURAL, FORESTRY AND FISHERY LABOURERS","AGRICULTURAL, FORESTRY AND FISHERY LABOURERS",CROP FARM LABOURERS,,,,KILIMO CHA MBAAZI,,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of other non-perennial crops,2,YES,,75000,MONTH,NO,,,2,2,42,70,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
61-31-47-40,0312-002-001,2,YES,YES,,NO,,NO,,YES,7,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
61-31-47-40,0312-002-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
61-31-47-40,0312-002-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-19-05-49,0313-001-001,1,YES,YES,,NO,,YES,12,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES
22-19-05-49,0313-001-001,2,YES,YES,,NO,,YES,14,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,YES
22-19-05-49,0313-001-001,3,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
22-19-05-49,0313-001-001,4,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
22-19-05-49,0313-001-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61-15-16-96,0314-001-001,1,YES,YES,,NO,,NO,,YES,35,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
61-15-16-96,0314-001-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
61-15-16-96,0314-001-001,4,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
61-15-16-96,0314-001-001,6,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
61-15-16-96,0314-001-001,7,YES,YES,,NO,,NO,,YES,35,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
66-32-50-84,0314-001-005,1,YES,YES,,NO,,NO,,YES,6,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),NO,NO,IN AGRICULTURE/FISHING FOR FAMILY USE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
66-32-50-84,0314-001-005,2,YES,YES,,YES,40,NO,,YES,6,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,LOCAL GOVERNMENT,MWALIMU MSINGI.,TECHNICIANS AND ASSOCIATE PROFESSIONALS,TEACHING ASSOCIATE PROFESSIONALS,PRIMARY SCHOOL AND EARLY CHILDHOOD TEACHERS,PRIMARY SCHOOL TEACHERS,,,,ELIMU,,Education,Education,Pre-primary and primary education,Pre-primary and primary education,5,YES,,530000,MONTH,NO,,,12,4,40,40,YES,PERMANENT CONTRACT,YES,YES,YES,NO,,,,,,,,,,,,,,,,,NO,
66-32-50-84,0314-001-005,3,YES,YES,,NO,,NO,,YES,21,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
66-32-50-84,0314-001-005,4,YES,YES,,NO,,NO,,YES,7,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
53-55-68-22,0315-001-001,1,YES,YES,,NO,,NO,,YES,6,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
53-55-68-22,0315-001-001,2,YES,NO,1,NO,,NO,,YES,5,ONLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
53-55-68-22,0315-001-001,4,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
53-55-68-22,0315-001-001,5,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
53-55-68-22,0315-001-001,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-83-46-82,0315-001-003,1,YES,YES,,YES,15,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUTEMBEZA/KUUZA VIFAA VYA UMEME WA JUA,SERVICE AND SALES WORKERS,SALES WORKERS,STREET AND MARKET SALESPERSONS,STALL AND MARKET SALESPERSONS,,,,BIASHARA YA SOLAR,,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Retail trade, except of motor vehicles and motorcycles",Retail sale of other goods in specialized stores,Other retail sale of new goods in specialized stores,9,YES,,75000,WEEK,NO,,,4,4,5,15,YES,TEMP CONTRACT: FIXED TIME,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
19-01-66-04,0315-001-006,1,YES,YES,,NO,,NO,,YES,8,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
19-01-66-04,0315-001-006,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
19-01-66-04,0315-001-006,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33-84-24-00,0316-001-001,1,YES,YES,,NO,,NO,,YES,72,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
33-84-24-00,0316-001-001,2,YES,YES,,NO,,YES,10,YES,54,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YES,NO
33-84-24-00,0316-001-001,3,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
33-84-24-00,0316-001-001,4,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
33-84-24-00,0316-001-001,6,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
33-84-24-00,0316-001-001,7,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-08-92-21,0317-002-001,1,YES,YES,,NO,,NO,,YES,35,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
93-08-92-21,0317-002-001,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
93-08-92-21,0317-002-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
93-08-92-21,0317-002-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90-09-81-16,0318-001-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
90-09-81-16,0318-001-001,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,NO,NO,FAMILY/HOUSEHOLD RESPONSIBILITIES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
90-09-81-16,0318-001-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79-96-60-97,0319-001-001,1,YES,YES,,NO,,NO,,YES,35,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-96-60-97,0319-001-001,2,YES,YES,,NO,,NO,,YES,35,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
79-96-60-97,0319-001-001,3,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
70-01-42-10,0319-002-001,1,YES,YES,,NO,,NO,,YES,32,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
70-01-42-10,0319-002-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,YES,MAINLY FOR FAMILY USE,NO,YES,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
70-01-42-10,0319-002-001,4,YES,YES,,NO,,NO,,YES,32,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
50-35-86-27,0320-001-001,1,YES,YES,,NO,,NO,,YES,6,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
87-02-55-58,0321-001-001,1,YES,NO,2,NO,,NO,,YES,8,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
87-02-55-58,0321-001-001,2,YES,YES,,NO,,NO,,YES,18,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
87-02-55-58,0321-001-001,3,YES,YES,,NO,,NO,,YES,6,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
87-02-55-58,0321-001-001,8,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72-26-60-34,0322-001-001,1,YES,YES,,NO,,NO,,YES,32,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
72-26-60-34,0322-001-001,2,YES,YES,,YES,32,NO,,YES,24,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KIBARUA SHAMBA.,ELEMENTARY OCCUPATIONS,"AGRICULTURAL, FORESTRY AND FISHERY LABOURERS","AGRICULTURAL, FORESTRY AND FISHERY LABOURERS",CROP FARM LABOURERS,,,,KILIMO,,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,"Growing of cereals (except rice), leguminous crops and oil seeds",4,YES,,15000,WEEK,NO,,,2,1,32,32,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
72-26-60-34,0322-001-001,3,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
72-26-60-34,0322-001-001,4,YES,NO,2,NO,,NO,,YES,15,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
72-26-60-34,0322-001-001,5,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-58-75-31,0322-006-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
18-58-75-31,0322-006-001,2,YES,NO,1,NO,,NO,,YES,21,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
18-58-75-31,0322-006-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
18-58-75-31,0322-006-001,4,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-67-16-12,0323-001-001,1,YES,YES,,YES,24,YES,42,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KIBARUA UJENZI,ELEMENTARY OCCUPATIONS,"LABOURERS IN MINING, CONSTRUCTION, MANUFACTURING AND TRANSPORT",MINING AND CONSTRUCTION LABOURERS,BUILDING CONSTRUCTION LABOURERS,,,,UJENZI NYUMBA,,Construction,Construction of buildings,Construction of buildings,Construction of buildings,3,YES,,10000,DAY,NO,,,11,2,24,24,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,YES,NO
65-67-16-12,0323-001-001,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,YES,,HOUSEWIFE/CHILDCARE,YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
65-67-16-12,0323-001-001,3,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52-03-88-73,0324-001-001,1,YES,YES,,NO,,NO,,YES,18,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
52-03-88-73,0324-001-001,2,YES,YES,,NO,,NO,,YES,14,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
52-03-88-73,0324-001-001,3,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
50-46-20-22,0325-002-001,1,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
50-46-20-22,0325-002-001,4,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
50-46-20-22,0325-002-001,5,YES,YES,,YES,13,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KUPULIZIA DAWA MAGUGU,ELEMENTARY OCCUPATIONS,"AGRICULTURAL, FORESTRY AND FISHERY LABOURERS","AGRICULTURAL, FORESTRY AND FISHERY LABOURERS",CROP FARM LABOURERS,,,,KILIMO,,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Support activities to agriculture and post-harvest crop activities,Support activities for crop production,1,YES,,15000,DAY,NO,,,3,1,15,13,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
50-46-20-22,0325-002-001,6,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75-47-93-54,0326-001-001,1,YES,YES,,NO,,NO,,YES,35,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
75-47-93-54,0326-001-001,2,YES,YES,,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
75-47-93-54,0326-001-001,3,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
75-47-93-54,0326-001-001,4,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
38-80-82-46,0327-001-001,1,YES,YES,,NO,,NO,,YES,48,MAINLY FOR SALE,YES,NO,YES,,,,,,YES,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
38-80-82-46,0327-001-001,2,YES,YES,,NO,,NO,,YES,9,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,NO,"FAMILY FARMING, LIVESTOCK OR FISHING FOR FAMILY USE",,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
38-80-82-46,0327-001-001,3,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,YES,OTHER (SPECIFY),YES,YES,MAINLY FOR FAMILY USE,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
38-80-82-46,0327-001-001,4,YES,YES,,YES,18,NO,,NO,,,NO,NO,YES,,,,,,YES,,,,,,,,,,YES,PRIVATE SECTOR,KULIMA KUAANDAA SHAMBA,ELEMENTARY OCCUPATIONS,"AGRICULTURAL, FORESTRY AND FISHERY LABOURERS","AGRICULTURAL, FORESTRY AND FISHERY LABOURERS",CROP FARM LABOURERS,,,,KILIMO CHA MAHINDI,,"Agriculture, forestry and fishing","Crop and animal production, hunting and related service activities",Growing of non-perennial crops,Growing of other non-perennial crops,2,YES,,5000,DAY,NO,,,2,1,24,18,NO,,NO,NO,NO,NO,,,,,,,,,,,,,,,,,NO,
38-80-82-46,0327-001-001,5,YES,NO,2,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,ENGAGED IN HOUSEHOLD OR FAMILY RESPONSIBILITIES,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
88-15-45-24,0328-001-001,1,YES,YES,,NO,,NO,,YES,3,MAINLY FOR FAMILY USE,NO,NO,YES,,,,,,NO,NO,NO,,YES,,OTHER (SPECIFY),YES,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
88-15-45-24,0328-001-001,2,YES,NO,1,NO,,NO,,NO,,,NO,NO,NO,NO,,,,,NO,NO,NO,,NO,STUDYNG OR TRAINING,,,,,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,
