interview__key,sdd_hhid,plotnum,plotname,ag2a_03,ag2a_04,ag2a_05,ag2a_05a,ag2a_06,ag2a_07__Accuracy,ag2a_07__Altitude,ag2a_07__Latitude,ag2a_07__Longitude,ag2a_07__Timestamp,ag2a_07a,ag2a_07b,ag2a_07c_1,ag2a_07c_2,ag2a_07c_3,ag2a_08,ag2a_09,ag2a_10
88-54-76-45,0159-001-002,3,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.09,PARTLY CLOUDY / PARTLY SUNNY
22-99-30-42,0159-001-003,1,**CONFIDENTIAL**,,0.3,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.09,PARTLY CLOUDY / PARTLY SUNNY
22-99-30-42,0159-001-003,2,**CONFIDENTIAL**,,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.18,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
69-81-01-27,0160-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
38-35-31-19,0160-002-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
29-29-15-18,0161-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.3,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
89-30-25-72,0163-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
74-07-84-83,0163-001-002,1,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
54-64-05-36,0166-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
56-50-71-92,0167-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
72-54-77-52,0168-002-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
72-54-77-52,0168-002-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
59-93-30-27,0168-002-002,1,**CONFIDENTIAL**,,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
58-64-20-38,0170-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.02,PARTLY CLOUDY / PARTLY SUNNY
45-63-97-96,0173-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.06,MOSTLY CLEAR / MOSTLY SUNNY
73-57-62-18,0173-003-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
61-35-02-97,0174-002-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.08,PARTLY CLOUDY / PARTLY SUNNY
88-48-93-24,0174-002-003,1,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
88-48-93-24,0174-002-003,2,**CONFIDENTIAL**,,5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
59-64-10-91,0175-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
94-29-87-68,0175-001-002,1,**CONFIDENTIAL**,,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
69-45-62-82,0175-008-002,1,**CONFIDENTIAL**,,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
24-73-10-13,0175-008-003,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
78-81-52-69,0175-014-003,1,**CONFIDENTIAL**,,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.2,CLEAR / SUNNY
80-93-48-57,0177-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.05,PARTLY CLOUDY / PARTLY SUNNY
87-96-65-49,0178-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
50-72-74-09,0179-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
97-03-71-43,0179-001-003,1,**CONFIDENTIAL**,,0.3,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
26-41-59-49,0180-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
36-54-74-87,0180-001-007,1,**CONFIDENTIAL**,,0.2,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,3,YES,3,,,,0.15,RAINY
36-54-74-87,0180-001-007,2,**CONFIDENTIAL**,,8,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
36-54-74-87,0180-001-007,3,**CONFIDENTIAL**,,8,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
77-70-35-65,0181-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
40-26-23-74,0182-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.3,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
82-20-98-85,0183-002-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
82-20-98-85,0183-002-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,,M2,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
82-20-98-85,0183-002-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.07,CLEAR / SUNNY
82-20-98-85,0183-002-001,4,**CONFIDENTIAL**,**CONFIDENTIAL**,3,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
93-13-13-82,0183-002-003,1,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
93-13-13-82,0183-002-003,2,**CONFIDENTIAL**,,2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
00-11-15-68,0184-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
52-59-56-82,0185-001-002,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
91-74-83-64,0186-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
90-16-09-17,0186-001-005,1,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
80-57-22-37,0186-003-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
15-56-66-55,0186-004-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
55-87-10-73,0187-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
19-67-55-32,0187-001-003,1,**CONFIDENTIAL**,,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
22-19-42-39,0188-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.28,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
32-98-17-50,0189-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
18-27-98-28,0194-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.04,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
66-54-30-86,0195-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,4,YES,4,,,,0.14,CLEAR / SUNNY
73-01-73-94,0196-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
88-74-53-78,0198-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
56-90-38-75,0199-001-001,1,**CONFIDENTIAL**,,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.01,RAINY
56-90-38-75,0199-001-001,2,**CONFIDENTIAL**,,1.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
22-00-58-38,0199-001-002,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
43-42-16-20,0199-008-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.1,CLEAR / SUNNY
74-58-36-12,0199-008-003,1,**CONFIDENTIAL**,,0.3,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
68-34-72-68,0200-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.3,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
21-95-94-12,0201-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
84-55-32-10,0202-002-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.06,PARTLY CLOUDY / PARTLY SUNNY
61-58-21-91,0203-001-001,1,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
58-70-71-25,0203-001-002,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
85-27-88-94,0204-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
40-89-03-58,0204-001-009,1,**CONFIDENTIAL**,,0.3,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
64-87-80-64,0204-008-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
58-88-28-93,0205-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
83-06-62-27,0208-004-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,YES,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.4,PARTLY CLOUDY / PARTLY SUNNY
79-05-47-33,0210-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
03-96-67-80,0210-002-002,1,**CONFIDENTIAL**,**CONFIDENTIAL**,,M1,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
03-96-67-80,0210-002-002,2,**CONFIDENTIAL**,**CONFIDENTIAL**,,M2,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
03-96-67-80,0210-002-002,3,**CONFIDENTIAL**,**CONFIDENTIAL**,,M3,,,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,,,
11-75-06-50,0211-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.1,PARTLY CLOUDY / PARTLY SUNNY
80-82-58-54,0214-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,NO,,,,,0.01,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
47-56-60-71,0215-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
43-96-13-63,0216-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,3,YES,3,,,,0.11,PARTLY CLOUDY / PARTLY SUNNY
11-90-11-27,0216-006-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.01,PARTLY CLOUDY / PARTLY SUNNY
02-85-44-36,0217-002-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,5,M1,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
02-85-44-36,0217-002-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.74,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
58-92-13-43,0218-001-001,1,**CONFIDENTIAL**,,0.1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.1,MOSTLY CLEAR / MOSTLY SUNNY
60-79-06-82,0218-001-002,1,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,REFUSED,,
43-30-23-38,0218-001-003,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,6,YES,6,,,,0.09,CLEAR / SUNNY
98-66-63-47,0219-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,2,M1,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
98-66-63-47,0219-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
32-61-13-34,0219-005-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
32-61-13-34,0219-005-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,3,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
97-60-22-72,0220-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.03,MOSTLY CLEAR / MOSTLY SUNNY
00-92-63-48,0220-001-003,1,**CONFIDENTIAL**,,0.3,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
14-53-90-07,0220-001-006,1,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
73-82-11-64,0220-001-007,1,**CONFIDENTIAL**,,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
75-78-20-22,0220-001-008,1,**CONFIDENTIAL**,,0.1,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
93-34-26-43,0221-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
77-56-32-86,0222-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
67-31-73-27,0223-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.02,CLEAR / SUNNY
67-31-73-27,0223-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,1,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.6,CLEAR / SUNNY
33-67-18-79,0224-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
84-84-63-90,0225-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
72-31-02-65,0225-001-003,1,**CONFIDENTIAL**,,0.3,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
19-92-84-46,0226-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
29-59-86-09,0228-001-003,1,**CONFIDENTIAL**,,0.3,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
45-35-51-47,0228-001-004,1,**CONFIDENTIAL**,,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
54-34-22-32,0228-001-005,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
64-31-82-27,0228-001-006,1,**CONFIDENTIAL**,,0.2,,NO,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,"OTHER, SPECIFY",,
36-07-10-97,0230-001-001,1,**CONFIDENTIAL**,**CONFIDENTIAL**,0.5,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,2,YES,2,,,,0.13,CLEAR / SUNNY
36-07-10-97,0230-001-001,2,**CONFIDENTIAL**,**CONFIDENTIAL**,4,,YES,NO,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,,,,,,,TOO FAR,,
17-61-33-27,0231-001-001,3,**CONFIDENTIAL**,**CONFIDENTIAL**,0.2,,NO,YES,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,**CONFIDENTIAL**,1,YES,1,,,,0.07,MOSTLY CLOUDY / CONSIDERABLE CLOUDINESS
