interview__key,sdd_hhid,lvstckid,lf02_01,lf02_02,lf02_03,lf02_04_1,lf02_04_2,lf02_05,lf02_06,lf02_07,lf02_08,lf02_09,lf02_10,lf02_11,lf02_12,lf02_13,lf02_14,lf02_15,lf02_16,lf02_17,lf02_18,lf02_19,lf02_20,lf02_21,lf02_22,lf02_23,lf02_24,lf02_25,lf02_26,lf02_27_1,lf02_27_2,lf02_28a,lf02_28b,lf02_29,lf02_30,lf02_31,lf02_32,lf02_33,lf02_34a,lf02_34b,lf02_35_1,lf02_35_2
23-86-10-09,0134-006-001,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-86-10-09,0134-006-001,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-86-10-09,0134-006-001,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-77-74-54,0136-001-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-77-74-54,0136-001-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-77-74-54,0136-001-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-77-74-54,0136-001-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-77-74-54,0136-001-001,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-77-74-54,0136-001-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-77-74-54,0136-001-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-77-74-54,0136-001-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-77-74-54,0136-001-001,PIGS,YES,1,1,,1,1,YES,1,50000,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
49-77-74-54,0136-001-001,CHICKENS,YES,6,6,1,3,9,NO,,,NO,,,NO,,,YES,6,6000,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
49-77-74-54,0136-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-77-74-54,0136-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-77-74-54,0136-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-77-74-54,0136-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-77-74-54,0136-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49-77-74-54,0136-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-87-07-74,0137-001-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-87-07-74,0137-001-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-87-07-74,0137-001-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-87-07-74,0137-001-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-87-07-74,0137-001-001,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-87-07-74,0137-001-001,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-87-07-74,0137-001-001,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-87-07-74,0137-001-001,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-87-07-74,0137-001-001,PIGS,YES,4,1,,1,0,YES,1,50000,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
21-87-07-74,0137-001-001,CHICKENS,YES,5,17,5,5,11,NO,,,YES,5,FRIENDS/RELATIVE,NO,,,YES,11,22000,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
21-87-07-74,0137-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-87-07-74,0137-001-001,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-87-07-74,0137-001-001,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-87-07-74,0137-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-87-07-74,0137-001-001,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-87-07-74,0137-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-46-77-86,0137-003-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-46-77-86,0137-003-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-46-77-86,0137-003-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-46-77-86,0137-003-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-46-77-86,0137-003-001,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-46-77-86,0137-003-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-46-77-86,0137-003-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-46-77-86,0137-003-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-46-77-86,0137-003-001,PIGS,YES,0,1,,2,0,YES,2,60000,NO,,,NO,,,NO,,,NO,,,NO,,,YES,1,80000,1,,MFANYA BIASHARA BINAFSI,KARIBU NA KIJIJI,NO,,,,,,,,
91-46-77-86,0137-003-001,CHICKENS,YES,13,25,20,0,16,NO,,,NO,,,YES,1,FRIEND / RELATIVE,NO,,,NO,,,YES,6,20000,NO,,,,,,,YES,2,1,NONE,,,,,
91-46-77-86,0137-003-001,DUCKS,YES,0,21,2,0,19,NO,,,NO,,,NO,,,NO,,,NO,,,YES,19,40000,NO,,,,,,,NO,,,,,,,,
91-46-77-86,0137-003-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-46-77-86,0137-003-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-46-77-86,0137-003-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-46-77-86,0137-003-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91-46-77-86,0137-003-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,CHICKENS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96-40-12-40,0138-002-001,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-04-26,0139-001-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-04-26,0139-001-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-04-26,0139-001-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-04-26,0139-001-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-04-26,0139-001-001,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-04-26,0139-001-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-04-26,0139-001-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-04-26,0139-001-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-04-26,0139-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-04-26,0139-001-001,CHICKENS,YES,18,12,10,0,15,NO,,,NO,,,NO,,,YES,6,3000,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
51-16-04-26,0139-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-04-26,0139-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-04-26,0139-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-04-26,0139-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-04-26,0139-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51-16-04-26,0139-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-88-97-43,0140-002-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-88-97-43,0140-002-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-88-97-43,0140-002-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-88-97-43,0140-002-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-88-97-43,0140-002-001,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-88-97-43,0140-002-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-88-97-43,0140-002-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-88-97-43,0140-002-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-88-97-43,0140-002-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-88-97-43,0140-002-001,CHICKENS,YES,0,10,20,20,19,YES,1,5000,NO,,,NO,,,NO,,,NO,,,YES,10,5000,NO,,,,,,,NO,,,,,,,,
78-88-97-43,0140-002-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-88-97-43,0140-002-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-88-97-43,0140-002-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-88-97-43,0140-002-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-88-97-43,0140-002-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78-88-97-43,0140-002-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-41-40-08,0142-001-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-41-40-08,0142-001-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-41-40-08,0142-001-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-41-40-08,0142-001-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-41-40-08,0142-001-001,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-41-40-08,0142-001-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-41-40-08,0142-001-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-41-40-08,0142-001-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-41-40-08,0142-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-41-40-08,0142-001-001,CHICKENS,YES,1,17,7,7,6,NO,,,NO,,,NO,,,YES,3,24000,YES,3,24000,NO,,,YES,1,5000,1,,SOKO,NDANI YA KIJIJI/MJI,NO,,,,,,,,
43-41-40-08,0142-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-41-40-08,0142-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-41-40-08,0142-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-41-40-08,0142-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-41-40-08,0142-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43-41-40-08,0142-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-32-58-97,0142-002-001,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93-57-90-59,0142-002-002,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45-56-78-16,0142-006-001,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76-14-00-21,0142-006-002,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-42-29-42,0143-001-001,BULLS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-42-29-42,0143-001-001,COWS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-42-29-42,0143-001-001,STEERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-42-29-42,0143-001-001,HEIFERS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-42-29-42,0143-001-001,MALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-42-29-42,0143-001-001,FEMALE CALVES,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-42-29-42,0143-001-001,GOATS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-42-29-42,0143-001-001,SHEEP,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-42-29-42,0143-001-001,PIGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-42-29-42,0143-001-001,CHICKENS,YES,5,0,5,5,0,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,NO,,,,,,,NO,,,,,,,,
70-42-29-42,0143-001-001,DUCKS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-42-29-42,0143-001-001,OTHER POULTRY,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-42-29-42,0143-001-001,HARE,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-42-29-42,0143-001-001,DONKEYS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-42-29-42,0143-001-001,DOGS,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70-42-29-42,0143-001-001,OTHER,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,HEIFERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,MALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,FEMALE CALVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,GOATS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,SHEEP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,PIGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,CHICKENS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,DUCKS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,OTHER POULTRY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,HARE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,DONKEYS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,DOGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-35-00-07,0144-001-001,OTHER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-64-37-36,0145-002-001,BULLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-64-37-36,0145-002-001,COWS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73-64-37-36,0145-002-001,STEERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
