interview__key,y5_hhid,y4_hhid,indidy5,male,age,relation_head,head,father_educ,mother_educ,over_12,cur_married,household_num,rural,clusterid,region_name,district_name,satisfy_school_age,read_wri_kiswa,school_exp,never_attend_reason,start_school_age,cur_school,absent_reason,school_lyear,educ_attain,primary,secondary,university,cur_grade,cur_prim,cur_second,cur_univ,public,board,transportation,time_to_school,free_meal_school,miss_school_lasttwo,absent_reason_2w,access_textbook,homework_hour_week_fir,problem_school,problem_school_sec,psle,pass_psle,school_fee,book_mat,uniform_fee,transport_fee,extra_tuition,others,meal_cost,eduction_expendit_12m,adult_literacy_prog
10-79-15-55,2013-001-01,2013-001,1,0,43,head,1,1,1,1,0,2013,1,110217301001,iringa,mufindi,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
10-79-15-55,2013-001-01,2013-001,2,1,21,SON/DAUGHTER,0,1,,1,0,2013,1,110217301001,iringa,mufindi,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
10-79-15-55,2013-001-01,2013-001,3,1,18,SON/DAUGHTER,0,1,,1,0,2013,1,110217301001,iringa,mufindi,1,1,1,,7,0,SCHOOL TOO FAR AWAY,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,75000,0
10-79-15-55,2013-001-01,2013-001,5,0,8,SON/DAUGHTER,0,1,,0,,2013,1,110217301001,iringa,mufindi,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,20,0,yes,SCHOOL CLOSED IN BREAK,1,none,0,,,,,,,,,,,54000,
28-82-13-87,2014-001-01,2014-001,1,0,59,head,1,,,1,0,2014,1,110217301001,iringa,mufindi,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
28-82-13-87,2014-001-01,2014-001,3,1,60,spouse,0,,,,,2014,1,110217301001,iringa,mufindi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-44-14-69,2014-001-02,2014-001,1,1,30,head,1,,1,1,0,2014,1,110217301001,iringa,mufindi,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
95-44-14-69,2014-001-02,2014-001,2,0,25,spouse,0,1,1,1,0,2014,1,110217301001,iringa,mufindi,1,1,1,,7,0,marriage,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
95-44-14-69,2014-001-02,2014-001,3,1,5,STEP SON / DAUGHTER,0,1,,0,,2014,1,110217301001,iringa,mufindi,1,0,0,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95-44-14-69,2014-001-02,2014-001,4,1,3,STEP SON / DAUGHTER,0,1,,0,,2014,1,110217301001,iringa,mufindi,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65-11-98-08,2026-001-01,2026-001,1,1,31,head,1,1,1,1,0,2026,0,110313211001,iringa,IRINGA RURAL,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
62-10-06-92,2027-001-01,2027-001,1,1,36,head,1,0,1,1,0,2027,0,110313211001,iringa,IRINGA URBAN,1,1,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
62-10-06-92,2027-001-01,2027-001,2,0,29,spouse,0,,1,1,0,2027,0,110313211001,iringa,IRINGA URBAN,1,1,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
62-10-06-92,2027-001-01,2027-001,3,1,11,SON/DAUGHTER,0,,,0,,2027,0,110313211001,iringa,IRINGA URBAN,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,60,0,no,,1,5,0,,,,,,,,,,,35000,
62-10-06-92,2027-001-01,2027-001,4,1,10,SON/DAUGHTER,0,,,0,,2027,0,110313211001,iringa,IRINGA URBAN,1,1,1,,5,1,,,,,,,Primary,1,0,0,1,0,0,60,0,no,,1,2,0,,,,,,,,,,,20000,
62-10-06-92,2027-001-01,2027-001,5,1,7,SON/DAUGHTER,0,,,0,,2027,0,110313211001,iringa,IRINGA URBAN,1,1,1,,5,1,,,,,,,Primary,1,0,0,1,0,0,60,0,no,,1,none,0,,,,,,,,,,,30000,
62-10-06-92,2027-001-01,2027-001,6,0,2,SON/DAUGHTER,0,,,0,,2027,0,110313211001,iringa,IRINGA URBAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42-38-34-36,2028-001-01,2028-001,1,0,85,head,1,1,0,1,0,2028,0,110313211001,iringa,IRINGA URBAN,1,1,1,,10,0,OTHER (SPECIFY),0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,1
42-38-34-36,2028-001-01,2028-001,2,1,19,grandchild,0,,1,1,0,2028,0,110313211001,iringa,IRINGA URBAN,1,1,1,,7,0,FINANCIAL CONSTRAINTS,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
42-38-34-36,2028-001-01,2028-001,3,1,24,grandchild,0,1,1,1,0,2028,0,110313211001,iringa,IRINGA URBAN,1,1,1,,9,0,FINANCIAL CONSTRAINTS,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
42-38-34-36,2028-001-01,2028-001,4,1,13,grandchild,0,,1,1,0,2028,0,110313211001,iringa,IRINGA URBAN,1,0,1,,7,0,refusal,1,,,,,,,,,,,,,,,,,,,,,,none,none,none,none,none,none,none,,
42-38-34-36,2028-001-01,2028-001,5,1,16,SON/DAUGHTER,0,,1,1,0,2028,0,110313211001,iringa,IRINGA URBAN,1,1,1,,5,1,,,,,,,Secondary,0,1,0,1,0,0,45,0,yes,OTHER (SPECIFY),1,14,0,,1,1,none,15000,17000,none,none,none,12000,,0
83-09-48-58,2029-001-01,2029-001,1,1,45,head,1,1,0,1,1,2029,0,110313211001,iringa,IRINGA URBAN,1,0,1,,10,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
83-09-48-58,2029-001-01,2029-001,2,0,38,spouse,0,1,1,1,1,2029,0,110313211001,iringa,IRINGA URBAN,1,1,1,,9,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
83-09-48-58,2029-001-01,2029-001,3,0,4,SON/DAUGHTER,0,,,0,,2029,0,110313211001,iringa,IRINGA URBAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83-09-48-58,2029-001-01,2029-001,4,1,3,SON/DAUGHTER,0,,,0,,2029,0,110313211001,iringa,IRINGA URBAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44-32-20-34,2030-001-01,2030-001,1,0,53,head,1,0,,1,0,2030,0,110313211001,iringa,IRINGA URBAN,1,1,1,,9,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
44-32-20-34,2030-001-01,2030-001,2,1,22,SON/DAUGHTER,0,1,,1,0,2030,0,110313211001,iringa,IRINGA URBAN,1,1,1,,8,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
44-32-20-34,2030-001-01,2030-001,3,1,38,OTHER RELATIVE (SPECIFY),0,1,1,1,0,2030,0,110313211001,iringa,IRINGA URBAN,1,1,1,,8,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
44-32-20-34,2030-001-01,2030-001,4,0,90,FATHER/MOTHER,0,0,0,1,0,2030,0,110313211001,iringa,IRINGA URBAN,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
86-02-52-32,2031-001-01,2031-001,1,1,47,head,1,1,0,1,1,2031,0,110313211001,iringa,IRINGA URBAN,1,1,1,,11,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
86-02-52-32,2031-001-01,2031-001,2,0,26,spouse,0,,1,1,1,2031,0,110313211001,iringa,IRINGA URBAN,1,1,1,,8,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
86-02-52-32,2031-001-01,2031-001,3,1,6,SON/DAUGHTER,0,,,0,,2031,0,110313211001,iringa,IRINGA URBAN,1,0,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,15,0,no,,0,none,0,,,,,,,,,,,30000,
86-02-52-32,2031-001-01,2031-001,4,1,3,SON/DAUGHTER,0,,,0,,2031,0,110313211001,iringa,IRINGA URBAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-88-92-27,2032-001-01,2032-001,1,1,36,head,1,1,1,1,0,2032,0,110313211001,iringa,IRINGA URBAN,1,1,1,,11,0,TO WORK/LOOKING FOR WORK,0,University,0,0,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
12-88-92-27,2032-001-01,2032-001,2,1,27,OTHER RELATIVE (SPECIFY),0,1,1,1,0,2032,0,110313211001,iringa,IRINGA URBAN,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
68-75-40-96,2033-001-01,2033-001,1,1,38,head,1,0,0,1,1,2033,0,110313211001,iringa,IRINGA URBAN,1,1,1,,10,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
68-75-40-96,2033-001-01,2033-001,2,0,31,spouse,0,1,1,1,1,2033,0,110313211001,iringa,IRINGA URBAN,1,1,1,,9,0,FINANCIAL CONSTRAINTS,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
68-75-40-96,2033-001-01,2033-001,3,0,10,SON/DAUGHTER,0,,,0,,2033,0,110313211001,iringa,IRINGA URBAN,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,60,0,yes,ILLNESS CHILD,1,7,0,,,,,,,,,,,25000,
68-75-40-96,2033-001-01,2033-001,4,1,4,SON/DAUGHTER,0,,,0,,2033,0,110313211001,iringa,IRINGA URBAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68-75-40-96,2033-001-01,2033-001,5,1,4,SON/DAUGHTER,0,,,0,,2033,0,110313211001,iringa,IRINGA URBAN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66-23-15-54,2045-001-01,2045-001,1,0,52,head,1,0,0,1,0,2045,1,110409105003,iringa,kilolo,1,1,1,,10,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
66-23-15-54,2045-001-01,2045-001,3,1,21,SON/DAUGHTER,0,1,,1,0,2045,1,110409105003,iringa,kilolo,1,1,1,,7,0,FINANCIAL CONSTRAINTS,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,420000,0
66-23-15-54,2045-001-01,2045-001,4,0,18,SON/DAUGHTER,0,1,,1,0,2045,1,110409105003,iringa,kilolo,1,1,1,,8,1,,,,,,,Secondary,0,1,0,0,1,,,1,no,,1,none,0,,1,1,350000,43000,54000,none,22000,20000,25000,,0
66-23-15-54,2045-001-01,2045-001,5,0,14,SON/DAUGHTER,0,1,,1,0,2045,1,110409105003,iringa,kilolo,1,1,1,,8,1,,,,,,,Primary,1,0,0,1,0,0,10,0,no,,1,none,0,,0,,,,,,,,,85000,0
66-23-15-54,2045-001-01,2045-001,6,1,10,SON/DAUGHTER,0,1,,0,,2045,1,110409105003,iringa,kilolo,1,1,1,,8,1,,,,,,,Primary,1,0,0,1,0,0,10,0,no,,1,3,1,INADEQUATE TEACHERS,,,none,9000,32000,none,none,2000,15000,,
66-23-15-54,2045-001-01,2045-001,7,1,3,grandchild,0,1,1,0,,2045,1,110409105003,iringa,kilolo,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-73-12-23,2045-001-02,2045-001,1,1,23,head,1,1,1,1,1,2045,1,110409105003,iringa,kilolo,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
19-73-12-23,2045-001-02,2045-001,2,0,24,spouse,0,1,1,1,1,2045,1,110409105003,iringa,kilolo,1,1,1,,10,0,marriage,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
19-73-12-23,2045-001-02,2045-001,3,0,0,SON/DAUGHTER,0,,,0,,2045,1,110409105003,iringa,kilolo,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62-61-78-73,2046-001-01,2046-001,1,1,67,head,1,0,0,1,1,2046,1,110409105003,iringa,kilolo,1,1,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
62-61-78-73,2046-001-01,2046-001,2,0,66,spouse,0,,0,1,1,2046,1,110409105003,iringa,kilolo,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
62-61-78-73,2046-001-01,2046-001,4,0,12,grandchild,0,1,1,1,0,2046,1,110409105003,iringa,kilolo,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,30,0,yes,SCHOOL CLOSED IN BREAK,1,none,1,,,,,,,,,,,35000,
62-61-78-73,2046-001-01,2046-001,5,1,6,grandchild,0,1,1,0,,2046,1,110409105003,iringa,kilolo,1,0,1,,6,1,,,,,,,Others,0,0,0,1,0,0,30,0,yes,SCHOOL CLOSED IN BREAK,0,none,0,,,,,,,,,,,15600,
62-61-78-73,2046-001-01,2046-001,6,1,5,grandchild,0,1,1,0,,2046,1,110409105003,iringa,kilolo,1,0,0,TOO YOUNG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62-61-78-73,2046-001-01,2046-001,7,1,9,grandchild,0,1,1,0,,2046,1,110409105003,iringa,kilolo,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,30,0,yes,SCHOOL CLOSED IN BREAK,1,none,0,,,,,,,,,,,42000,
37-38-65-38,2047-001-01,2047-001,1,0,76,head,1,0,0,1,0,2047,1,110409105003,iringa,kilolo,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
37-38-65-38,2047-001-01,2047-001,2,0,49,SON/DAUGHTER,0,0,,1,0,2047,1,110409105003,iringa,kilolo,1,1,1,,10,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
37-38-65-38,2047-001-01,2047-001,3,1,29,grandchild,0,1,,1,0,2047,1,110409105003,iringa,kilolo,1,1,1,,8,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
51-19-63-66,2048-001-01,2048-001,1,1,59,head,1,1,0,1,1,2048,1,110409105003,iringa,kilolo,1,1,1,,10,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
51-19-63-66,2048-001-01,2048-001,2,0,50,spouse,0,,,1,1,2048,1,110409105003,iringa,kilolo,1,1,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
51-19-63-66,2048-001-01,2048-001,3,0,79,OTHER RELATIVE (SPECIFY),0,,,1,0,2048,1,110409105003,iringa,kilolo,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
51-19-63-66,2048-001-01,2048-001,4,1,10,OTHER RELATIVE (SPECIFY),0,1,1,0,,2048,1,110409105003,iringa,kilolo,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,7,0,,,,none,3600,50000,none,none,none,34000,,
51-19-63-66,2048-001-01,2048-001,5,1,10,OTHER RELATIVE (SPECIFY),0,1,1,0,,2048,1,110409105003,iringa,kilolo,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,none,0,,,,none,3600,50000,none,none,none,34000,,
68-42-20-72,2049-001-01,2049-001,1,1,48,head,1,0,0,1,0,2049,1,110409105003,iringa,kilolo,1,1,1,,11,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
68-42-20-72,2049-001-01,2049-001,2,0,46,spouse,0,1,0,1,0,2049,1,110409105003,iringa,kilolo,1,1,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
68-42-20-72,2049-001-01,2049-001,3,1,16,SON/DAUGHTER,0,,,1,0,2049,1,110409105003,iringa,kilolo,1,1,1,,7,0,FINANCIAL CONSTRAINTS,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
68-42-20-72,2049-001-01,2049-001,4,0,11,SON/DAUGHTER,0,,,0,,2049,1,110409105003,iringa,kilolo,1,1,1,,6,1,,,,,,,Primary,1,0,0,1,0,0,5,1,no,,1,2,0,,,,none,3800,none,none,none,20000,15000,,
68-42-20-72,2049-001-01,2049-001,5,1,5,STEP SON / DAUGHTER,0,1,,0,,2049,1,110409105003,iringa,kilolo,1,1,1,,5,1,,,,,,,Others,0,0,0,1,0,0,5,1,no,,1,none,0,,,,none,400,20000,none,none,5000,20000,,
08-25-98-68,2050-001-02,2050-001,2,0,41,head,1,,0,1,0,2050,1,110409105003,iringa,kilolo,1,1,1,,8,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
97-07-45-24,2051-001-01,2051-001,1,1,44,head,1,1,1,1,1,2051,1,110409105003,iringa,kilolo,1,1,1,,14,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
97-07-45-24,2051-001-01,2051-001,2,0,16,SON/DAUGHTER,0,,1,1,0,2051,1,110409105003,iringa,kilolo,1,1,1,,6,1,,,,,,,Secondary,0,1,0,1,0,0,5,0,no,,1,15,0,,1,1,none,32000,78000,9000,none,22500,110000,,0
97-07-45-24,2051-001-01,2051-001,5,0,36,spouse,0,1,1,1,1,2051,1,110409105003,iringa,kilolo,1,0,0,illness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
97-07-45-24,2051-001-01,2051-001,6,1,9,SON/DAUGHTER,0,,,0,,2051,1,110409105003,iringa,kilolo,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,15,0,no,,1,6,0,,,,none,5500,22000,none,none,none,44000,,
97-07-45-24,2051-001-01,2051-001,7,1,6,SON/DAUGHTER,0,,,0,,2051,1,110409105003,iringa,kilolo,1,0,1,,6,1,,,,,,,Others,0,0,0,0,0,0,30,0,no,,1,none,0,,,,,,,,,,,none,
71-98-45-44,2052-001-01,2052-001,1,1,51,head,1,1,0,1,0,2052,1,110409105003,iringa,kilolo,1,1,1,,8,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
94-12-64-07,2064-001-01,2064-001,1,1,94,head,1,0,0,1,0,2064,1,180102103015,kagera,karagwe,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
94-12-64-07,2064-001-01,2064-001,2,1,21,SON/DAUGHTER,0,,,,,2064,1,180102103015,kagera,karagwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-99-58-67,2065-001-01,2065-001,1,1,52,head,1,,1,1,1,2065,1,180102103015,kagera,karagwe,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
17-99-58-67,2065-001-01,2065-001,2,0,38,spouse,0,1,1,1,1,2065,1,180102103015,kagera,karagwe,1,1,1,,10,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
17-99-58-67,2065-001-01,2065-001,3,0,16,SON/DAUGHTER,0,,,1,0,2065,1,180102103015,kagera,karagwe,1,1,1,,7,1,,,,,,,Secondary,0,1,0,1,0,0,60,0,no,,1,none,0,,1,1,,,,,,,,50000,0
17-99-58-67,2065-001-01,2065-001,4,0,15,SON/DAUGHTER,0,,,1,0,2065,1,180102103015,kagera,karagwe,1,1,1,,7,1,,,,,,,Secondary,0,1,0,1,0,0,60,0,no,,1,none,0,,0,,,,,,,,,300000,0
17-99-58-67,2065-001-01,2065-001,5,1,13,SON/DAUGHTER,0,,,1,0,2065,1,180102103015,kagera,karagwe,1,1,1,,7,0,refusal,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50000,
17-99-58-67,2065-001-01,2065-001,6,0,10,SON/DAUGHTER,0,,,0,,2065,1,180102103015,kagera,karagwe,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,60,0,no,,1,none,0,,,,,,,,,,,50000,
17-99-58-67,2065-001-01,2065-001,7,1,6,SON/DAUGHTER,0,,,0,,2065,1,180102103015,kagera,karagwe,1,1,1,,5,1,,,,,,,Others,0,0,0,1,0,0,60,0,no,,1,none,0,,,,,,,,,,,35000,
17-99-58-67,2065-001-01,2065-001,8,0,3,SON/DAUGHTER,0,,,0,,2065,1,180102103015,kagera,karagwe,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77-92-16-67,2066-001-01,2066-001,1,1,54,head,1,1,0,1,1,2066,1,180102103015,kagera,karagwe,1,1,1,,10,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
77-92-16-67,2066-001-01,2066-001,2,0,47,spouse,0,1,1,1,1,2066,1,180102103015,kagera,karagwe,1,0,0,PARENTS DO NOT THINK IT IS IMPORTANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
77-92-16-67,2066-001-01,2066-001,4,1,24,SON/DAUGHTER,0,,,1,0,2066,1,180102103015,kagera,karagwe,1,1,1,,8,1,,,,,,,University,0,0,1,0,1,,,0,yes,PUBLIC HOLIDAY,1,10,0,,1,1,,,,,,,,3960000,0
77-92-16-67,2066-001-01,2066-001,5,1,19,SON/DAUGHTER,0,,,1,0,2066,1,180102103015,kagera,karagwe,1,1,1,,7,0,OTHER (SPECIFY),1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1700000,0
77-92-16-67,2066-001-01,2066-001,6,1,18,SON/DAUGHTER,0,,,1,0,2066,1,180102103015,kagera,karagwe,1,1,1,,8,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
77-92-16-67,2066-001-01,2066-001,7,0,14,SON/DAUGHTER,0,,,1,0,2066,1,180102103015,kagera,karagwe,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,30,0,yes,SCHOOL CLOSED IN BREAK,1,12,0,,0,,,,,,,,,74000,0
77-92-16-67,2066-001-01,2066-001,8,0,3,grandchild,0,1,1,0,,2066,1,180102103015,kagera,karagwe,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66-38-93-89,2067-001-01,2067-001,1,1,57,head,1,1,1,1,1,2067,1,180102103015,kagera,karagwe,1,1,1,,11,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
66-38-93-89,2067-001-01,2067-001,2,0,54,spouse,0,1,1,1,1,2067,1,180102103015,kagera,karagwe,1,1,1,,7,0,marriage,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
66-38-93-89,2067-001-01,2067-001,3,0,33,SON/DAUGHTER,0,,,1,0,2067,1,180102103015,kagera,karagwe,1,0,0,disability,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
66-38-93-89,2067-001-01,2067-001,4,1,22,SON/DAUGHTER,0,,,1,1,2067,1,180102103015,kagera,karagwe,1,1,1,,6,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
66-38-93-89,2067-001-01,2067-001,5,0,16,STEP SON / DAUGHTER,0,,,1,0,2067,1,180102103015,kagera,karagwe,1,1,1,,7,1,,,,,,,Secondary,0,1,0,1,0,0,30,0,yes,SCHOOL CLOSED IN BREAK,1,10,0,,1,1,,,,,,,,400000,0
66-38-93-89,2067-001-01,2067-001,6,0,15,grandchild,0,,,1,0,2067,1,180102103015,kagera,karagwe,1,1,1,,7,1,,,,,,,Primary,1,0,0,1,0,0,150,0,yes,SCHOOL CLOSED IN BREAK,1,none,0,,1,1,,,,,,,,300000,0
66-38-93-89,2067-001-01,2067-001,7,0,22,OTHER NON- RELATIVES (SPECIFY),0,1,1,1,1,2067,1,180102103015,kagera,karagwe,1,1,1,,6,0,marriage,0,Secondary,0,1,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
66-38-93-89,2067-001-01,2067-001,8,1,26,SON/DAUGHTER,0,,,1,0,2067,1,180102103015,kagera,karagwe,1,1,1,,7,0,TO WORK/LOOKING FOR WORK,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
35-93-00-79,2068-001-01,2068-001,1,1,48,head,1,1,,1,1,2068,1,180102103015,kagera,karagwe,1,1,1,,7,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,0,,,,,,,,,,0
35-93-00-79,2068-001-01,2068-001,2,0,38,spouse,0,1,0,1,1,2068,1,180102103015,kagera,karagwe,1,1,1,,8,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
35-93-00-79,2068-001-01,2068-001,3,0,19,SON/DAUGHTER,0,,,1,0,2068,1,180102103015,kagera,karagwe,1,1,1,,6,0,satisfied,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,0,,,,,,,,,0
35-93-00-79,2068-001-01,2068-001,4,0,18,SON/DAUGHTER,0,,,1,0,2068,1,180102103015,kagera,karagwe,1,1,1,,6,0,refusal,0,Primary,1,0,0,,,,,,,,,,,,,,,,1,1,,,,,,,,,0
35-93-00-79,2068-001-01,2068-001,5,0,16,SON/DAUGHTER,0,,,1,0,2068,1,180102103015,kagera,karagwe,1,1,1,,5,1,,,,,,,Secondary,0,1,0,1,1,,,1,yes,SCHOOL CLOSED IN BREAK,1,7,0,,1,1,,,,,,,,200000,0
35-93-00-79,2068-001-01,2068-001,6,1,14,SON/DAUGHTER,0,,,1,0,2068,1,180102103015,kagera,karagwe,1,1,1,,5,1,,,,,,,Secondary,0,1,0,1,1,,,1,no,,1,3,0,,1,1,,,,,,,,144500,0
35-93-00-79,2068-001-01,2068-001,7,0,13,SON/DAUGHTER,0,,,1,0,2068,1,180102103015,kagera,karagwe,1,1,1,,5,1,,,,,,,Primary,1,0,0,1,0,0,20,0,yes,SCHOOL CLOSED IN BREAK,1,none,0,,,,,,,,,,,40000,
35-93-00-79,2068-001-01,2068-001,8,1,9,SON/DAUGHTER,0,,,0,,2068,1,180102103015,kagera,karagwe,1,1,1,,5,1,,,,,,,Primary,1,0,0,1,0,0,20,0,yes,SCHOOL CLOSED IN BREAK,1,none,0,,,,,,,,,,,40000,
